id,name,category,description,subcategories,priority,data_type,applicable_context,subcategory_count,is_primary,evaluation_difficulty,related_facet_ids
373,Home-security-system presence,safety,Evaluation facet for assessing conversation quality on safety,[],high,ordinal,both,0,True,high,"[88, 114, 165, 186, 189]"
374,HEXACO domain: Honesty-Humility,unknown,Evaluation facet for assessing conversation quality on unknown,['Honesty-Humility'],low,ordinal,both,1,False,medium,"[1, 2, 3, 4, 5]"
375,Eating Habits (Home-Cooked vs. Eating Out),unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
376,Decision-Making Confidence,cognitive,Evaluation facet for assessing conversation quality on cognitive,[],low,ordinal,both,0,False,medium,"[13, 26, 37, 55, 58]"
377,Alignment with societal roles,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
378,Connectedness: Belief in interconnections,personality,Evaluation facet for assessing conversation quality on personality,['Belief in interconnections'],low,ordinal,both,1,False,high,"[72, 154, 160, 226, 310]"
379,Quirkiness,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
380,Creative resilience,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
381,Rapid cognitive processing,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
382,Cordiality,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
383,Types of Mindfulness Techniques Used,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
384,Economic reasoning,cognitive,Evaluation facet for assessing conversation quality on cognitive,[],low,ordinal,both,0,False,medium,"[13, 26, 37, 55, 58]"
385,Conformity,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
386,Pet-enrichment activities count,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
387,Aestheticism,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
388,Type of Support Preferred (Emotional vs. Practical),emotion,Evaluation facet for assessing conversation quality on emotion,[],medium,ordinal,both,0,False,high,"[11, 17, 49, 77, 85]"
389,Mental Arithmetic Speed,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
390,Patience: Resistance to anger,emotion,Evaluation facet for assessing conversation quality on emotion,['Resistance to anger'],medium,ordinal,both,1,False,high,"[11, 17, 49, 77, 85]"
391,Flawlessness,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
392,Self-Efficacy,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
393,Computer Skills,behavioral,Evaluation facet for assessing conversation quality on behavioral,[],low,ordinal,both,0,False,low,"[16, 70, 92, 97, 99]"
394,Jewish spiritual metric: Shabbat candle-lighting consistency,unknown,Evaluation facet for assessing conversation quality on unknown,['Shabbat candle-lighting consistency'],low,ordinal,both,1,False,medium,"[1, 2, 3, 4, 5]"
395,Spelling Accuracy,linguistic,Evaluation facet for assessing conversation quality on linguistic,[],high,ordinal,both,0,True,medium,"[59, 168, 205, 215, 298]"
396,Sufi practice: Dhikr repetitions / day,unknown,Evaluation facet for assessing conversation quality on unknown,['Dhikr repetitions / day'],low,ordinal,both,1,False,medium,"[1, 2, 3, 4, 5]"
397,Peacefulness,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
398,Doggedness,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
399,Decency,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
400,Processed-food frequency,unknown,Evaluation facet for assessing conversation quality on unknown,[],low,ordinal,both,0,False,medium,"[1, 2, 3, 4, 5]"
